text,positive_score,negative_score,neutral_score
It is also a great place to take in the stunning views of the city and the surrounding countryside.,0.98352283,0.0020880722,0.014389037
A place to experience the culture and history of Hue.,0.55915767,0.007637631,0.4332047
"The majestic landscape, with its lush green foliage and the majestic Perfume River, is the perfect backdrop for a truly unforgettable experience.",0.9811117,0.0024746805,0.01641359
"Whether you're looking for a peaceful stroll or a thrilling adventure, Hue Imperial City has something for everyone.",0.9322598,0.0030709316,0.06466924
And don't forget to take in the breathtaking views from the top of the Citadel!,0.9683575,0.0021830918,0.029459408
A visit to Hue Imperial City is an experience you won't soon forget.,0.9456991,0.0033545354,0.05094643
The Imperical city was just in the center.,0.07351202,0.028265001,0.898223
It's near the Perfume river and Dongba market.,0.05072433,0.013176989,0.9360987
"We visited tombs, local villages, market and Thienmu pagoda.",0.13806494,0.0076340386,0.85430104
It's all fine for a city tour,0.5256773,0.018575279,0.4557474
"We got here early as it gets really hot here during the day, and even at 9am we were sweltering.",0.096590936,0.19467875,0.7087303
"This site is incredible, and at every turn there is an amazing historical building to look at, the most beautiful gardens and pretty bridges and waterways.",0.9862103,0.0046608406,0.009128864
"It was sad to see that some of the buildings were in dire need of repair, and renovations are very necessary, but you can see that work is in progress with some areas - the site is huge and you will need at least 2-3 hours to walk around this beautiful place.",0.21279852,0.4613703,0.3258312
An unmissable attraction when in Hue and well worth coming to see.,0.9677728,0.005118285,0.027108906
Unmissable part of Vietnamese history.,0.7426904,0.031713177,0.22559638
They’ve done a lot of restoration since other half’s visit 20 years ago.,0.428777,0.011988591,0.5592344
"He assured me that there were only bomb craters and it would only take 5 minutes, but fortunately he was completely wrong!",0.40309948,0.24942322,0.34747735
"Lots to see, from the bullet holes to the Empress Dowager’s quarters.",0.18704133,0.055631813,0.7573269
It was atmospheric with all the Vietnamese decked out in traditional costume for the special 5-day Bank Holiday.,0.7794505,0.004275062,0.21627453
"Located in the center of Hue City, a heritage, imperial style.",0.24052466,0.0077957297,0.75167966
"Nearly the Huong River, restaurants, coffee shops, The Nguyen Imperial Citadel.",0.14739226,0.009965092,0.8426426
"Just own small swimming pool so regrettable
Nice staffs, faster check in…",0.1449592,0.48086643,0.3741744
"The history and culture that is all part of the experience was amazing, the private gardens in the forbidden City were spectacular",0.9813812,0.004653842,0.013964941
"The complex is really big and you need a few hours to see everything, really impressive all the buildings",0.97503746,0.0044965367,0.020466002
A guided tour is the way to go.,0.5862275,0.020929433,0.39284313
There is a lot of history associated with this complex that a knowledgeable docent can provide.,0.2445831,0.03486999,0.72054696
We were able to explore most of the buildings.,0.8562021,0.003456385,0.14034146
Only a few were closed for renovation.,0.06025718,0.0625376,0.8772052
Definitely more preservation are needed.,0.3157872,0.14336209,0.5408507
There were vast sunflower gardens in bloom.,0.85277754,0.0063119773,0.14091049
Does the symbolic flower of the sun represent royalty?,0.056026015,0.026292272,0.9176817
"From the moment you step through the gates, you'll be overwhelmed by the lavishness of the Citadel.",0.59671766,0.04043121,0.36285117
The intricate architecture and colorful decorations make it a sight to behold and will leave you feeling like royalty.,0.96836144,0.006211577,0.025426954
"The Imperial City also offers a variety of activities to keep you entertained, from exploring the many palaces to shopping in the bustling markets.",0.9322363,0.0020660455,0.06569769
"With so much to do and see, you won't soon forget your visit to this regal city.",0.9604121,0.0030540826,0.036533825
Hearth of Hue city.,0.06648683,0.122668944,0.81084424
Large palace area where the rulers lived for centuries.,0.055407,0.052762564,0.89183044
"Site consist of several palaces, temples and building for servants.",0.043683395,0.026454698,0.9298619
Now it serves as museum with many interesting information.,0.9110305,0.0025747472,0.0863948
All descriptions are in English.,0.09202636,0.02641545,0.8815582
Very interesting historical site.. We have visited three times over the years to check the progress of the restoration.,0.95925814,0.0023220645,0.038419835
Great to see big changes every time.,0.9797742,0.004438729,0.015787138
Before I visited the Citadel I watched all the youtube videos about the American fighting in Hue and the Citadel and learnt that much of the buildings were destroyed.,0.010307779,0.7242044,0.26548785
"While it is an amazing experience to walk in the Citadel, the experience was somewhat superficial as there is little understanding of what life was like when it was operating as a palace during its imperial days.",0.3549023,0.24162269,0.40347505
My visit was just over 4 hours.,0.23712088,0.016276734,0.74660236
I took a guided tour which told me most of the things that I have already read from the internet.,0.15112776,0.019833311,0.8290389
I rewalked from the entrance again.,0.08418587,0.015034534,0.9007796
Most of the major buildings were being constructed and it is expected to take a few years so the experience is likely to be muted for a while.,0.037142012,0.3682982,0.59455985
"This UNESCO World Heritage site is a must see when one visits Huế for the first time, and for me, more than once.",0.9766892,0.0018820422,0.021428732
"Though many buildings were destroyed, there are still quite many things to see.",0.042782333,0.6126545,0.3445631
Highly recommended.,0.9553242,0.010611235,0.034064576
The palace of Supreme Harmony is a serene and beautiful place with many temples.,0.9706571,0.0022944172,0.027048523
The grounds are well kept and we had a tour guide to give us the history which I would recommend.,0.9685741,0.0040195333,0.027406411
A thoroughly enjoyable tour.,0.977215,0.0055289674,0.017255994
"It is such a huge complex with temples, palaces, and ruined areas.",0.012263396,0.8433144,0.14442223
You should spend at least 2 hours here.,0.04464591,0.45885983,0.49649432
They are doing some restoration and rebuilding but it is still worth visiting.,0.687506,0.0126312915,0.2998627
We were planning on getting the audio tour to provide an explanation of all the buildings and grounds but decided to pay 150K for the Imperial City Guide that they offer as it was very cheap.,0.13160792,0.024961531,0.8434305
The guide ended up only being for 15 minutes and was a little bit difficult to understand.,0.011087598,0.7701616,0.21875076
She did a quick run through of the history of the place and mentioned that only 30% of the Imperial City was left after having been bombed in the wars.,0.016772617,0.32842112,0.65480626
It would have been amazing to have seen it in its glory days.,0.9656042,0.006155421,0.028240424
In hindsight a private guide to take you through the complex would have been well worth the cost.,0.2485693,0.069109835,0.6823209
It’s a very big complex and we spent around 3.5 hours going through the Imperial City.,0.21861723,0.05925056,0.7221322
There are so many beautiful places to see.,0.9781787,0.0068263356,0.014994976
I particularly liked seeing the Vietnamese dressed in the traditional garments taking professional photographs around the site.,0.92305994,0.004259075,0.07268099
The main temple you see when you first walk in is covered in scaffolding so no doubt will be spectacular once the restoration is finished.,0.8687442,0.009239856,0.12201593
What has been restored was nice to look at and no doubt as they continue to restore more buildings it will get even better.,0.9664472,0.0051758485,0.028376928
It was very hot on the day we were there so take plenty of water with you as there is a lot of walking.,0.15607527,0.19736545,0.64655924
We really enjoyed our morning at the Imperial City and this was one of the highlights of our trip to Vietnam.,0.990418,0.0019281756,0.007653733
I guess all visitors first drive to the Royal Tombs and then come to the Citadel.,0.04381904,0.018564155,0.93761677
It has been recently restored.,0.4011295,0.016495757,0.5823747
Unfortunately not all the buildings survived and put back to the places where they were.,0.017873487,0.70632654,0.27580002
Nevertheless there is plenty to see and learn!,0.9373776,0.0057312264,0.056891177
Don’t miss VR tour as it helps to picture together how this place once been,0.95449066,0.0042755012,0.041233797
A big letdown as the major building is closed up for renovation and replaced with a big signboard.,0.009734516,0.89692676,0.09333872
Paid for the ticket and see only the smaller building.,0.110572815,0.06363393,0.82579327
"It's a huge complex, full of history and culture.",0.31604022,0.047173835,0.6367859
"They are working on refurbishing and recovering the damage to this historic site during more recent wars so some of the areas were not available, but there was still plenty to see.",0.12482567,0.20631279,0.66886157
